사업자등록번호,데이터수집일자,조사년도,분석기업매출액,산업평균매출액,분석기업매출액증감률,산업평균매출액증감률,기업연구개발액,평균연구개발액,기업연구개발액증감률,평균연구개발액증감률,기업특허실용신안출원건수,평균특허실용신안출원건수,기업특허실용신안생산력금액,평균특허실용신안생산력금액
1058692527,20220317,2018,,,,17,,11634.01,,60,,,, 
1053390106,20220317,2020,,,,,,,,,,,, 
1058660646,20220317,2021,,,,,,,,,,,, 
1058274671,20220317,2019,,,,11,,63.75,,7,,,, 
1058217194,20220317,2018,382450,,5.77,0,,11634.01,,19,,,, 
1058300254,20220317,2017,,,,6,,144.84,,43,,,, 
1058662080,20220317,2018,2114287,,,1,,4791.89,,1,,,, 
1058693128,20220317,2019,,,,11,,13956.81,,25,,,, 
1058170983,20220317,2019,,,,45,,13956.81,,205,,,, 
1058212530,20220317,2017,,,,10,,57.02,,48,,,, 
1052231324,20220317,2017,,,,15,,4887.58,,2,,,, 
1058266185,20220317,2019,,,,11,,63.75,,7,,,, 
1058664680,20220317,2017,,,,15,,4887.58,,2,,,, 
1058602710,20220317,2019,,,,4,,4496.63,,3,,,, 
1058609955,20220317,2020,4163777,,3.21,2,,,,,,,, 
1052560096,20220317,2020,,,,8,,,,,,,, 
1053092006,20220317,2017,,,,29,,10468.07,,11,,,, 
1058149044,20220317,2018,1070844,,,14,,11634.01,,16,1,,, 
1058663037,20220317,2021,,,,,,,,,,,, 
1058192425,20220317,2020,,,,1,,,,,,,, 
1058216569,20220317,2018,,,,0,,11634.01,,19,,,, 
1058009481,20220317,2020,,,,7,,,,,,,, 
1058189901,20220317,2017,12598673,,17.21,10,,565.59,,40,,,, 
1058711405,20220317,2020,,,,1,,,,,,,, 
1058217122,20220317,2018,,,,7,,65.13,,17,,,, 
1058712966,20220317,2018,,,,0,,11634.01,,19,,,, 
1058525230,20220317,2018,,,,0,,11634.01,,16,,,, 
1058647250,20220317,2018,,,,7,,754.82,,35,,,, 
1058535233,20220317,2021,,,,,,,,,,,, 
1058605930,20220317,2017,5784502,,52.97,7,,10468.07,,11,,,, 
1058710366,20220317,2020,,,,2,,,,,,,, 
1058538389,20220317,2019,,72468.79,,12,,666.05,,14,,,, 
1058008804,20220317,2021,,,,,,,,,,,, 
1052146515,20220317,2021,,,,,,,,,,,, 
1058222377,20220317,2020,,,,8,,,,,,,, 
1052184111,20220317,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058668653,20220317,2018,,,,0,,11634.01,,16,,,, 
1058665637,20220317,2017,,,,7,,10468.07,,11,,,, 
1058685235,20220317,2017,,,,11,,10468.07,,11,,,, 
1058707560,20220317,2021,,,,,,,,,,,, 
1058727815,20220317,2021,,,,,,,,,,,, 
1058667601,20220317,2018,,,,0,,11634.01,,19,,,, 
1058708894,20220317,2020,,,,1,,,,,,,, 
1058197338,20220317,2018,,,,1,,4791.89,,1,,,, 
1058535311,20220317,2021,,,,,,,,,,,, 
1058705830,20220317,2017,334120,,17.1,11,,10468.07,,11,,,, 
1058729910,20220317,2019,,,,10,,796.34,,6,,,, 
1058405805,20220317,2017,,,,,,,,,,,, 
1058269275,20220317,2021,,,,,,,,,,,, 
1058270700,20220317,2019,,,,,,,,,,,, 
1058668537,20220317,2019,16804850,,20.26,10,,796.34,,6,,,, 
1052186856,20220317,2019,,,,10,,796.34,,7,,,, 
1058721669,20220317,2017,,,,11,,10468.07,,11,,,, 
1052086091,20220317,2020,,,,8,,,,,,,, 
1058680657,20220317,2020,2561086,,15.84,8,,,,,,,, 
1058705048,20220317,2019,,,,10,,796.34,,7,,,, 
1052137812,20220317,2021,,,,,,,,,,,, 
1058666859,20220317,2020,,,,2,,,,,,,, 
1058704675,20220317,2020,,,,8,,,,,,,, 
1058639745,20220317,2019,,,,4,,4496.63,,3,,,, 
1058191654,20220317,2021,,,,,,,,,,,, 
1058719125,20220317,2020,,,,8,,,,,,,, 
1058195024,20220317,2017,,,,7,,10468.07,,11,,,, 
1058539020,20220317,2021,,,,,,,,,,,, 
1052790425,20220317,2019,,,,45,,13956.81,,205,,,, 
1058719047,20220317,2019,,,,4,,4496.63,,3,,,, 
1058215556,20220317,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1052194526,20220317,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058167149,20220317,2020,,,,5,,,,,,,, 
1058262404,20220317,2019,,,,10,,13956.81,,205,,,, 
1058709291,20220317,2018,,,,14,,11634.01,,16,,,, 
1058268882,20220317,2021,,,,,,,,,,,, 
1058300327,20220317,2018,,,,6,,186.07,,30,,,, 
1058701270,20220317,2017,72103,,,6,,144.84,,43,,,, 
1058211977,20220317,2019,,,,,,,,,,,, 
1058536682,20220317,2017,,,,11,,10468.07,,11,,,, 
1058711195,20220317,2021,,,,,,,,,,,, 
1058206493,20220317,2017,,,,6,,144.84,,43,,,, 
1058216104,20220317,2018,,,,7,,65.13,,17,,,, 
1058725928,20220317,2019,,,,14,,13956.81,,25,,,, 
1058261216,20220317,2020,,,,,,,,,,,, 
1058683498,20220317,2017,1277801,,25.29,15,,4887.58,,2,,,, 
1058682510,20220317,2019,,,,45,,13956.81,,205,,,, 
1058500151,20220317,2021,,,,,,,,,,,, 
1058631253,20220317,2021,,,,,,,,,,,, 
1058003610,20220317,2018,,,,10,,186.07,,92,,,, 
1058218058,20220317,2017,1102467,,1.08,40,,144.84,,43,,,, 
1058670504,20220317,2020,,,,1,,,,,,,, 
1058728833,20220317,2019,,,,14,,13956.81,,25,,,, 
1058607578,20220317,2019,,,,9,,13956.81,,52,,,, 
1058682280,20220317,2021,,,,,,,,,,,, 
1058534705,20220317,2020,,,,3,,,,,,,, 
1052195447,20220317,2020,,,,,,,,,,,, 
1058263795,20220317,2021,,,,,,,,,,,, 
1058271688,20220317,2017,,,,10,,57.02,,48,,,, 
1058123684,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058689866,20220317,2020,,,,3,,,,,,,, 
1058690330,20220317,2021,,,,,,,,,,,, 
1058692527,20220317,2020,17770061,,254.02,8,,,,,,,, 
1058689527,20220317,2020,,,,8,,,,,,,, 
1058009481,20220317,2018,,,,10,,186.07,,92,,,, 
1058525166,20220317,2019,,,,11,,13956.81,,25,,,, 
1058272974,20220317,2018,,,,7,,65.13,,17,,,, 
1058194156,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058535193,20220317,2019,,72468.79,,12,,666.05,,14,,,, 
1058669083,20220317,2019,,,,14,,13956.81,,25,,,, 
1052383377,20220317,2017,,,,29,,10468.07,,11,,,, 
1053096147,20220317,2019,,,,10,,13956.81,,205,,,, 
1058221849,20220317,2019,,,,49,,251.77,,38,,,, 
1058265890,20220317,2020,,,,,,,,,,,, 
1058634755,20220317,2017,973767,,20.98,11,,565.59,,12,,,, 
1058669782,20220317,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058625810,20220317,2020,,,,8,,,,,,,, 
1058640602,20220317,2020,,,,5,,,,,,,, 
1058605527,20220317,2017,,,,22,,10468.07,,11,,,, 
1058198787,20220317,2017,,,,11,,10468.07,,11,,,, 
1058261007,20220317,2020,,,,,,,,,,,, 
1054144136,20220317,2018,,,,17,,11634.01,,60,,,, 
1058672652,20220317,2021,,,,,,,,,,,, 
1058716021,20220317,2019,,,,14,,13956.81,,25,,,, 
1054193262,20220317,2019,,,,4,,4496.63,,3,,,, 
1058218140,20220317,2019,,,,,,,,,,,, 
1058662095,20220317,2021,,,,,,,,,,,, 
1058701208,20220317,2019,62988054,,23.97,10,,796.34,,7,,,, 
1058206659,20220317,2020,,,,4,,,,,,,, 
1058204118,20220317,2018,975508,,19.66,7,,65.13,,17,,,, 
1058528519,20220317,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058675343,20220317,2021,,,,,,,,,,,, 
1058539127,20220317,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058713010,20220317,2018,,,,1,,4791.89,,1,,,, 
1058214182,20220317,2019,,,,11,,63.75,,7,,,, 
1058268446,20220317,2019,,,,49,,251.77,,38,,,, 
1058635598,20220317,2018,,,,7,,754.82,,123,,,, 
1058719197,20220317,2021,,,,,,,,,,,, 
1052383377,20220317,2018,,,,17,,11634.01,,60,,,, 
1058211491,20220317,2020,,,,,,,,,,,, 
1058161048,20220317,2020,10616826,,1.05,5,,,,,,,, 
1058221136,20220317,2018,,,,,,,,,,,, 
1058607597,20220317,2018,644067,3578498.43,7.81,5,,139600.54,,9,,0.41,,26
1058721131,20220317,2017,1069097,,37.19,29,,10468.07,,11,,,, 
1058703021,20220317,2018,,,,7,,754.82,,35,,,, 
1058667479,20220317,2021,,,,,,,,,,,, 
1058210662,20220317,2019,869388,,3.1,10,,251.77,,10009,,,, 
1058007130,20220317,2019,,,,49,,251.77,,38,,,, 
1058510019,20220317,2018,,,,,,,,,,,, 
1058705941,20220317,2021,,,,,,,,,,,, 
1058722595,20220317,2021,,,,,,,,,,,, 
1058605740,20220317,2018,1862574,3578498.43,,5,,139600.54,,9,,0.41,,26
1058527484,20220317,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058684823,20220317,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1054091627,20220317,2020,,,,1,,,,,,,, 
1058275141,20220317,2018,,,,7,,65.13,,17,,,, 
1058519378,20220317,2020,,,,4,,,,,,,, 
1058622545,20220317,2021,,,,,,,,,,,, 
1058534307,20220317,2020,,,,1,,,,,,,, 
1058203711,20220317,2020,,,,4,,,,,,,, 
1058688912,20220317,2021,,,,,,,,,,,, 
1052637457,20220317,2017,,,,29,,10468.07,,11,,,, 
1058210060,20220317,2020,,,,8,,,,,,,, 
1058274633,20220317,2020,,,,,,,,,,,, 
1058211282,20220317,2017,,,,40,,144.84,,43,,,, 
1058263795,20220317,2019,,,,,,,,,,,, 
1052176284,20220317,2021,,,,,,,,,,,, 
1058534272,20220317,2021,,,,,,,,,,,, 
1058214601,20220317,2017,,,,10,,57.02,,48,,,, 
1058515668,20220317,2021,,,,,,,,,,,, 
1058715740,20220317,2020,,,,3,,,,,,,, 
1058206775,20220317,2021,,,,,,,,,,,, 
1058524906,20220317,2018,,,,7,,754.82,,35,,,, 
1058267428,20220317,2019,,,,,,,,,,,, 
1058514636,20220317,2019,,,,10,,796.34,,7,,,, 
1058672292,20220317,2020,,,,5,,,,,,,, 
1058213446,20220317,2020,,,,,,,,,,,, 
1052542157,20220317,2020,,,,8,,,,,,,, 
1058694151,20220317,2018,,,,1,,4791.89,,1,,,, 
1058632397,20220317,2019,1032746,,10.39,45,,13956.81,,205,,,, 
1058681073,20220317,2018,,,,14,,11634.01,,16,,,, 
1058008556,20220317,2019,,,,10,,251.77,,64,,,, 
1058263626,20220317,2019,,,,9,,13956.81,,52,,,, 
1058314869,20220317,2020,,,,4,,,,,,,, 
1058510019,20220317,2019,,,,,,,,,,,, 
1058535043,20220317,2020,,,,8,,,,,,,, 
1058219945,20220317,2018,,,,7,,65.13,,17,,,, 
1058195591,20220317,2018,,,,0,,11634.01,,19,,,, 
1058270622,20220317,2019,,,,,,,,,,,, 
1058220398,20220317,2021,,,,,,,,,,,, 
1058517308,20220317,2020,,,,3,,,,,,,, 
1058632397,20220317,2018,1152506,,35.26,17,,11634.01,,90,,,, 
1058680002,20220317,2018,,,,0,,11634.01,,19,,,, 
1058639876,20220317,2019,,,,10,,796.34,,7,,,, 
1058264440,20220317,2019,,,,45,,13956.81,,205,,,, 
1058644175,20220317,2019,,,,10,,796.34,,7,,,, 
1058221330,20220317,2019,,,,11,,63.75,,7,,,, 
1058300308,20220317,2017,,,,6,,144.84,,43,,,, 
1058664211,20220317,2017,,,,17,,73500.31,,16,,,, 
1058686331,20220317,2019,,,,10,,796.34,,6,,,, 
1058532221,20220317,2020,,,,3,,,,,,,, 
1058710497,20220317,2021,,,,,,,,,,,, 
1058602044,20220317,2020,,,,1,,,,,,,, 
1058710255,20220317,2020,,,,8,,,,,,,, 
1052137262,20220317,2017,,,,40,,144.84,,43,,,, 
1058723819,20220317,2017,3210283,,187.55,11,,565.59,,12,,,, 
1058691514,20220317,2017,,,,11,,10468.07,,11,,,, 
1058712404,20220317,2018,,,,14,,11634.01,,16,,,, 
1058267336,20220317,2021,,,,,,,,,,,, 
1058663279,20220317,2018,,,,14,,11634.01,,16,,,, 
1058626390,20220317,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1052132796,20220317,2020,,,,20,,,,,,,, 
1058640126,20220317,2019,,,,4,,4496.63,,3,,,, 
1058662756,20220317,2018,,,,7,,754.82,,35,,,, 
1058662964,20220317,2020,,,,8,,,,,,,, 
1058210717,20220317,2017,,,,11,,10468.07,,11,,,, 
1058628781,20220317,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058725438,20220317,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058660398,20220317,2017,,,,15,,4887.58,,2,,,, 
1058003361,20220317,2019,,,,49,,251.77,,38,,,, 
1058215691,20220317,2019,,,,,,,,,,,, 
1058271086,20220317,2017,,,,10,,57.02,,48,,,, 
1058512754,20220317,2019,,,,11,,13956.81,,25,,,, 
1058605658,20220317,2017,,,,22,,10468.07,,11,,,, 
1058682903,20220317,2019,,,,14,,13956.81,,25,,,, 
1058661816,20220317,2020,,,,5,,,,,,,, 
1058222284,20220317,2020,,,,4,145454,,130.08,,,,, 
1058676639,20220317,2019,,,,10,,796.34,,7,,,, 
1058208190,20220317,2017,,,,6,,144.84,,43,,,, 
1058213811,20220317,2017,,,,,,,,,,,, 
1058214713,20220317,2018,,,,17,,11634.01,,60,,,, 
1058105371,20220317,2019,,,,4,,4496.63,,3,,,, 
1052784452,20220317,2020,,,,,,,,,,,, 
1058195043,20220317,2020,5129885,,10.17,2,,,,,,,, 
1058687868,20220317,2020,,,,3,,,,,,,, 
1058213617,20220317,2021,,,,,,,,,,,, 
1058619152,20220317,2019,230767,,37.56,4,,4496.63,,3,,,, 
1058301457,20220317,2018,,,,6,,186.07,,30,,,, 
1058606899,20220317,2018,2035540,,18.51,1,,4791.89,,1,,,, 
1058512701,20220317,2020,,,,8,,,,,,,, 
1058665637,20220317,2020,,,,8,,,,,,,, 
1058006451,20220317,2019,,,,49,,251.77,,38,,,, 
1058514688,20220317,2018,,,,17,,11634.01,,60,,,, 
1058713271,20220317,2017,679860,3485855.73,0.58,10,,128764.94,,21,,0.4,,28
1058714173,20220317,2017,,,,11,,565.59,,12,,,, 
1058720748,20220317,2021,,,,,,,,,,,, 
1058683090,20220317,2021,,,,,,,,,,,, 
1058683407,20220317,2021,,,,,,,,,,,, 
1058723099,20220317,2019,,,,10,,796.34,,7,,,, 
1058726193,20220317,2018,,,,7,,754.82,,123,,,, 
1058217063,20220317,2018,374548,,32.22,7,,65.13,,17,,,, 
1058170926,20220317,2017,,,,7,,10468.07,,111,,,, 
1058205854,20220317,2020,,,,4,,,,,,,, 
1058211074,20220317,2017,,,,7,,10468.07,,11,,,, 
1058600920,20220317,2017,,,,11,,10468.07,,11,,,, 
1058671895,20220317,2020,,,,2,,,,,,,, 
1058679922,20220317,2017,,,,11,,565.59,,12,,,, 
1058680583,20220317,2018,8379220,,21,7,,754.82,,35,,,, 
1058174543,20220317,2020,2148138415,,1.27,5,211300,,40.7,,,,, 
1054460535,20220317,2019,,,,45,,13956.81,,205,,,, 
1058262627,20220317,2021,,,,,,,,,,,, 
1058214974,20220317,2017,451934,,14.21,10,,57.02,,48,,,, 
1058607321,20220317,2019,,,,10,,796.34,,7,,,, 
1058265551,20220317,2019,,,,11,,63.75,,7,,,, 
1058007130,20220317,2017,,,,6,,144.84,,43,,,, 
1052755618,20220317,2020,,,,8,,,,,,,, 
1054156670,20220317,2017,,,,,,,,,,,, 
1058217699,20220317,2019,15027071,,3595.48,9,,13956.81,,52,,,, 
1058670163,20220317,2020,46855846,,10.77,2,,,,,1,,, 
1058508639,20220317,2017,,,,7,,10468.07,,111,,,, 
1058613013,20220317,2017,10096306,,17.34,15,,4887.58,,2,,,, 
1052122963,20220317,2018,,,,15,,186.07,,387,,,, 
1058606434,20220317,2019,16974378,,0.47,14,,13956.81,,25,,,, 
1058541147,20220317,2017,,,,11,,565.59,,12,,,, 
1058217888,20220317,2017,,,,10,,57.02,,48,,,, 
1052181604,20220317,2020,,,,3,,,,,,,, 
1058271766,20220317,2019,,,,,,,,,,,, 
1058660063,20220317,2021,,,,,,,,,,,, 
1058702298,20220317,2021,,,,,,,,,,,, 
1058160753,20220317,2018,21036597,,1.72,14,,11634.01,,16,,,, 
1052970743,20220317,2017,,,,29,,10468.07,,11,,,, 
1058669220,20220317,2017,,,,29,,10468.07,,11,,,, 
1058689890,20220317,2018,,,,17,,11634.01,,90,,,, 
1054367642,20220317,2021,,,,,,,,,,,, 
1058719799,20220317,2019,,,,10,,796.34,,7,,,, 
1058208526,20220317,2020,,,,4,,,,,,,, 
1058175197,20220317,2021,,,,,,,,,,,, 
1058659339,20220317,2020,,,,3,,,,,,,, 
1058209374,20220317,2018,,,,7,,65.13,,17,,,, 
1058727815,20220317,2018,,,,7,,754.82,,35,,,, 
1058612810,20220317,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1052195414,20220317,2021,,,,,,,,,,,, 
1058704414,20220317,2017,,,,22,,10468.07,,11,,,, 
1058694151,20220317,2020,,,,5,,,,,,,, 
1058260070,20220317,2019,,,,10,,13956.81,,205,,,, 
1058679470,20220317,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058661816,20220317,2017,,,,15,,4887.58,,2,,,, 
1058215333,20220317,2019,,,,,,,,,,,, 
1052179388,20220317,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058606002,20220317,2018,,,,14,,11634.01,,16,,,, 
1058718316,20220317,2020,,,,8,,,,,,,, 
1058672026,20220317,2017,3796717,,5.1,11,,10468.07,,11,,,, 
1058663565,20220317,2020,,,,3,,,,,,,, 
1058536042,20220317,2020,,,,8,,,,,,,, 
1058728658,20220317,2020,,,,8,,,,,,,, 
1054800063,20220317,2017,,,,15,,4887.58,,2,,,, 
1058217063,20220317,2020,265695,,24.51,4,,,,,,,, 
1058260240,20220317,2017,,,,,,,,,,,, 
1058208579,20220317,2019,,,,11,,63.75,,7,,,, 
1058663075,20220317,2021,,,,,,,,,,,, 
1058692740,20220317,2021,,,,,,,,,,,, 
1058728056,20220317,2018,,,,7,,754.82,,123,,,, 
1054174135,20220317,2019,,,,11,,63.75,,7,,,, 
1058207639,20220317,2017,,,,10,,57.02,,48,,,, 
1058211259,20220317,2017,5672739,,4.23,40,,144.84,,43,,,, 
1058703021,20220317,2020,,,,1,,,,,,,, 
1058601759,20220317,2019,,,,10,,796.34,,6,,,, 
1058667988,20220317,2018,,,,7,,754.82,,35,,,, 
1058260992,20220317,2019,,,,10,,13956.81,,205,,,, 
1058265677,20220317,2019,,,,11,,63.75,,7,,,, 
1058609348,20220317,2018,,,,7,,754.82,,123,,,, 
1058673928,20220317,2017,,,,15,,4887.58,,2,,,, 
1058680981,20220317,2018,,,,1,,4791.89,,1,,,, 
1058214483,20220317,2017,,,,7,,10468.07,,11,,,, 
1058687548,20220317,2017,,,,11,,565.59,,12,,,, 
1058717020,20220317,2021,,,,,,,,,,,, 
1058728546,20220317,2018,,,,0,,11634.01,,19,,,, 
1058606526,20220317,2020,3378090,,74.69,2,,,,,,,, 
1058267447,20220317,2018,,,,7,,65.13,,17,,,, 
1058684406,20220317,2021,,,,,,,,,,,, 
1052432614,20220317,2018,,3578498.43,,5,,139600.54,,9,,0.41,,26
1058524755,20220317,2018,,,,7,,754.82,,35,,,, 
1058227349,20220317,2017,,,,29,,10468.07,,11,,,, 
1058104052,20220317,2019,4485481,,4.83,10,,796.34,,6,,,, 
1058212530,20220317,2019,,,,11,,63.75,,7,,,, 
1058300365,20220317,2017,,,,6,,144.84,,43,,,, 
1058206057,20220317,2018,,,,7,,65.13,,17,,,, 
1058301248,20220317,2018,,,,10,,186.07,,92,,,, 
1058667218,20220317,2021,,,,,,,,,,,, 
1054169398,20220317,2017,,,,15,,4887.58,,2,,,, 
1052080272,20220317,2020,,,,8,,,,,,,, 
1058623374,20220317,2017,,,,10,,565.59,,40,,,, 
1058601860,20220317,2018,,,,7,,754.82,,35,,,, 
1058190048,20220317,2019,,,,4,,4496.63,,3,,,, 
1058657141,20220317,2019,,,,10,,13956.81,,205,,,, 
1058266676,20220317,2017,,,,10,,57.02,,48,,,, 
1058664716,20220317,2021,,,,,,,,,,,, 
1058622545,20220317,2020,,,,8,,,,,,,, 
1058600556,20220317,2020,,,,8,,,,,,,, 
1058726515,20220317,2021,,,,,,,,,,,, 
1058010197,20220317,2017,,,,,,,,,,,, 
1058655236,20220317,2019,,3497979.06,,8,,141540.34,,4,,,, 
1058211958,20220317,2021,,,,,,,,,,,, 
1052378928,20220317,2020,,,,2,,,,,,,, 
1058217670,20220317,2019,,,,,,,,,,,, 
1058221330,20220317,2020,,,,4,,,,,,,, 
1058208526,20220317,2019,,,,11,,63.75,,7,,,, 
1058265167,20220317,2017,,,,10,,57.02,,48,,,, 
1058522683,20220317,2017,,,,7,,10468.07,,111,,,, 
1058262457,20220317,2019,,,,10,,13956.81,,205,,,, 
1054367337,20220317,2021,,,,,,,,,,,, 
1053093441,20220317,2020,,,,1,,,,,,,, 
1058188805,20220317,2020,4025448,,14.49,5,,,,,,,, 
1058263228,20220317,2020,,,,,,,,,,,, 
1058687999,20220317,2018,,,,1,,4791.89,,1,,,, 
1058670163,20220317,2019,52513257,3497979.06,17.24,8,,141540.34,,4,11,,, 
1058719561,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058315801,20220317,2017,,,,6,,144.84,,43,,,, 
1058612881,20220317,2021,,,,,,,,,,,, 
1058660398,20220317,2020,,,,5,,,,,,,, 
1052199477,20220317,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058528367,20220317,2021,,,,,,,,,,,, 
1052141617,20220317,2021,,,,,,,,,,,, 
1058273992,20220317,2020,,,,4,,,,,,,, 
1058535193,20220317,2018,,70848.07,,6,,595.71,,53,,0.0,,5
1058176478,20220317,2021,,,,,,,,,,,, 
1058650172,20220317,2021,,,,,,,,,,,, 
1058721373,20220317,2020,,,,8,,,,,,,, 
1058641178,20220317,2019,1308928,,3.96,10,,796.34,,7,,,, 
1058682510,20220317,2020,,,,8,,,,,,,, 
1058219343,20220317,2019,,,,11,,63.75,,7,,,, 
1058010197,20220317,2019,,,,,,,,,,,, 
1058262457,20220317,2021,,,,,,,,,,,, 
1058705922,20220317,2018,5069993,,108.19,0,,11634.01,,19,,,, 
1058653747,20220317,2020,,,,8,,,,,,,, 
1058680981,20220317,2020,,,,5,,,,,,,, 
1058722595,20220317,2017,,,,10,,565.59,,40,,,, 
1058263698,20220317,2020,,,,8,,,,,,,, 
1058631836,20220317,2017,2838652,,6.91,17,,73500.31,,16,,,, 
1058263534,20220317,2017,,,,22,,10468.07,,11,,,, 
1058718048,20220317,2021,,,,,,,,,,,, 
1058700077,20220317,2021,,,,,,,,,,,, 
1058701377,20220317,2017,,,,29,,10468.07,,11,,,, 
1058300458,20220317,2021,,,,,,,,,,,, 
1058261782,20220317,2018,,,,17,,11634.01,,60,,,, 
1058167246,20220317,2017,7524234,3485855.73,44.45,10,,128764.94,,21,,0.4,,28
1058300370,20220317,2021,,,,,,,,,,,, 
1058727907,20220317,2021,,,,,,,,,,,, 
1058300540,20220317,2019,,,,49,,251.77,,38,,,, 
1058217194,20220317,2021,,,,,,,,,,,, 
1058701227,20220317,2017,,,,11,,10468.07,,11,,,, 
1058260371,20220317,2018,,,,17,,11634.01,,90,,,, 
1052224314,20220317,2021,,,,,,,,,,,, 
1054225394,20220317,2019,,,,,,,,,,,, 
1058669477,20220317,2020,,,,3,,,,,,,, 
1058300201,20220317,2021,,,,,,,,,,,, 
1058722542,20220317,2019,,,,9,,13956.81,,52,,,, 
1058704409,20220317,2021,,,,,,,,,,,, 
1058725141,20220317,2017,3299738,,,10,,565.59,,40,,,, 
1058620421,20220317,2019,,3497979.06,,8,,141540.34,,4,2,,, 
1058220888,20220317,2021,,,,,,,,,,,, 
1058221096,20220317,2020,,,,4,,,,,,,, 
1058677792,20220317,2017,,,,7,,10468.07,,11,,,, 
1058706218,20220317,2019,,,,10,,796.34,,7,,,, 
1058615855,20220317,2018,,,,17,,11634.01,,60,,,, 
1058706348,20220317,2021,,,,,,,,,,,, 
1058721636,20220317,2019,,,,10,,796.34,,6,,,, 
1058261399,20220317,2021,,,,,,,,,,,, 
1052080030,20220317,2021,,,,,,,,,,,, 
1058509531,20220317,2021,,,,,,,,,,,, 
1058636336,20220317,2017,,,,22,,10468.07,,11,,,, 
1058268387,20220317,2020,,,,,,,,,,,, 
1058315136,20220317,2021,,,,,,,,,,,, 
1058706348,20220317,2019,,,,9,,13956.81,,52,,,, 
1058634380,20220317,2017,81226180,,130.99,29,,10468.07,,11,,,, 
1058536042,20220317,2019,,,,9,,13956.81,,52,,,, 
1058725103,20220317,2019,,,,10,,796.34,,7,,,, 
1058212471,20220317,2020,,,,4,,,,,,,, 
1058145806,20220317,2017,3166705,,13.77,10,,565.59,,40,,,, 
1058535403,20220317,2021,,,,,,,,,,,, 
1058513296,20220317,2017,,,,,,,,,,,, 
1058538166,20220317,2021,,,,,,,,,,,, 
1058693564,20220317,2019,1089845,,5.1,14,,13956.81,,25,,,, 
1058126513,20220317,2021,,,,,,,,,,,, 
1058207250,20220317,2020,,,,7,,,,,,,, 
1058629738,20220317,2018,,,,0,,11634.01,,19,,,, 
1058004808,20220317,2020,,,,7,,,,,,,, 
1052137812,20220317,2017,,,,11,,565.59,,12,,,, 
1058711458,20220317,2018,,,,7,,754.82,,35,,,, 
1058532537,20220317,2017,1491323000,,10.93,11,,565.59,,12,,,, 
1058124290,20220317,2017,,,,,,,,,,,, 
1058646800,20220317,2020,40951320,,5.74,3,,,,,,,, 
1058714265,20220317,2019,3171245,,15.22,10,,796.34,,7,,,, 
1058145524,20220317,2021,,,,,,,,,,,, 
1058724666,20220317,2020,,,,3,,,,,,,, 
1058219080,20220317,2021,,,,,,,,,,,, 
1058262821,20220317,2021,,,,,,,,,,,, 
1058138931,20220317,2017,,,,29,,10468.07,,11,,,, 
1058264213,20220317,2018,,,,,,,,,,,, 
1058607729,20220317,2019,,,,45,,13956.81,,205,,,, 
1058532518,20220317,2017,3210151211,3485855.73,2.71,10,,128764.94,,21,,0.4,,28
1058690719,20220317,2021,,,,,,,,,,,, 
1058722256,20220317,2020,,,,8,,,,,,,, 
1052130371,20220317,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058655032,20220317,2017,,3485855.73,,10,,128764.94,,21,,0.4,,28
1058712379,20220317,2017,3528016,,,11,,565.59,,12,,,, 
1058704374,20220317,2021,,,,,,,,,,,, 
1058522422,20220317,2021,,,,,,,,,,,, 
1058641241,20220317,2020,,,,8,,,,,,,, 
1054384016,20220317,2018,,,,1,,4791.89,,1,,,, 
1058539113,20220317,2017,,70769.84,,7,,511.57,,9,,0.0,,6
1058266375,20220317,2021,,,,,,,,,,,, 
1058682295,20220317,2019,,,,9,,13956.81,,52,,,, 
1052135357,20220317,2021,,,,,,,,,,,, 
1058533934,20220317,2020,,,,3,,,,,,,, 
1058632612,20220317,2018,3958908,,4.69,17,,11634.01,,90,,,, 
1058723051,20220317,2017,22623201,,10.59,11,,565.59,,12,,,, 
1058192352,20220317,2017,4788102,,,11,,10468.07,,11,,,, 
1058653669,20220317,2020,23827758,,11.61,8,,,,,,,, 
1052084263,20220317,2018,,,,7,,754.82,,35,,,, 
1058536135,20220317,2020,,,,8,,,,,,,, 
1058691173,20220317,2020,,,,2,,,,,,,, 
1058611617,20220317,2017,,,,11,,10468.07,,11,,,, 
